"customer_id","total_rfm_score","rfm_category_combination","customer_segment"
"16790",10,"433","LOYAL"
"16789",6,"411","NEW CUSTOMERS"
"16788",8,"233","POTENTIAL CHURNERS"
"16787",7,"133","SLIPPING AWAY, CANNOT LOSE"
"16786",3,"111","CHURNED CUSTOMER"
"16785",4,"112","CHURNED CUSTOMER"
"16784",9,"432","ACTIVE"
"16783",4,"112","CHURNED CUSTOMER"
"16782",12,"444","LOYAL"
"16781",7,"223","POTENTIAL CHURNERS"
"16780",6,"222","POTENTIAL CHURNERS"
"16779",12,"444","LOYAL"
"16778",6,"321","ACTIVE"
"16777",9,"333","ACTIVE"
"16776",7,"322","POTENTIAL CHURNERS"
"16775",12,"444","LOYAL"
"16774",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16773",7,"322","POTENTIAL CHURNERS"
"16772",8,"134","SLIPPING AWAY, CANNOT LOSE"
"16771",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16770",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16769",8,"233","POTENTIAL CHURNERS"
"16768",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16767",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16766",7,"223","POTENTIAL CHURNERS"
"16765",6,"222","POTENTIAL CHURNERS"
"16764",12,"444","LOYAL"
"16763",7,"223","POTENTIAL CHURNERS"
"16762",10,"433","LOYAL"
"16761",4,"211","CHURNED CUSTOMER"
"16760",3,"111","CHURNED CUSTOMER"
"16759",8,"422","ACTIVE"
"16758",7,"322","POTENTIAL CHURNERS"
"16757",5,"221","POTENTIAL CHURNERS"
"16756",8,"233","POTENTIAL CHURNERS"
"16755",10,"244","SLIPPING AWAY, CANNOT LOSE"
"16754",10,"244","SLIPPING AWAY, CANNOT LOSE"
"16753",5,"311","NEW CUSTOMERS"
"16752",5,"212","CHURNED CUSTOMER"
"16751",7,"313","CANNOT BE DEFINED"
"16750",8,"332","ACTIVE"
"16749",7,"124","CANNOT BE DEFINED"
"16748",12,"444","LOYAL"
"16747",7,"322","POTENTIAL CHURNERS"
"16746",12,"444","LOYAL"
"16745",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16744",10,"433","LOYAL"
"16743",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16742",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16741",3,"111","CHURNED CUSTOMER"
"16740",3,"111","CHURNED CUSTOMER"
"16739",6,"222","POTENTIAL CHURNERS"
"16738",4,"211","CHURNED CUSTOMER"
"16737",7,"322","POTENTIAL CHURNERS"
"16736",8,"134","SLIPPING AWAY, CANNOT LOSE"
"16735",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16734",7,"322","POTENTIAL CHURNERS"
"16733",3,"111","CHURNED CUSTOMER"
"16732",10,"334","CANNOT BE DEFINED"
"16731",3,"111","CHURNED CUSTOMER"
"16730",8,"332","ACTIVE"
"16729",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16728",9,"333","ACTIVE"
"16727",8,"233","POTENTIAL CHURNERS"
"16726",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16725",9,"243","CANNOT BE DEFINED"
"16724",3,"111","CHURNED CUSTOMER"
"16723",9,"333","ACTIVE"
"16722",12,"444","LOYAL"
"16721",4,"211","CHURNED CUSTOMER"
"16720",7,"322","POTENTIAL CHURNERS"
"16719",12,"444","LOYAL"
"16718",9,"234","CANNOT BE DEFINED"
"16717",12,"444","LOYAL"
"16716",7,"223","POTENTIAL CHURNERS"
"16715",7,"322","POTENTIAL CHURNERS"
"16714",8,"233","POTENTIAL CHURNERS"
"16713",12,"444","LOYAL"
"16712",12,"444","LOYAL"
"16711",12,"444","LOYAL"
"16710",12,"444","LOYAL"
"16709",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16708",6,"312","CANNOT BE DEFINED"
"16707",6,"132","CHURNED CUSTOMER"
"16706",8,"332","ACTIVE"
"16705",12,"444","LOYAL"
"16704",5,"122","CANNOT BE DEFINED"
"16702",7,"133","SLIPPING AWAY, CANNOT LOSE"
"16701",12,"444","LOYAL"
"16700",12,"444","LOYAL"
"16699",8,"143","SLIPPING AWAY, CANNOT LOSE"
"16698",7,"223","POTENTIAL CHURNERS"
"16697",5,"221","POTENTIAL CHURNERS"
"16696",7,"232","CANNOT BE DEFINED"
"16695",4,"121","CHURNED CUSTOMER"
"16694",3,"111","CHURNED CUSTOMER"
"16693",9,"333","ACTIVE"
"16692",8,"233","POTENTIAL CHURNERS"
"16691",4,"121","CHURNED CUSTOMER"
"16690",8,"332","ACTIVE"
"16689",7,"322","POTENTIAL CHURNERS"
"16688",10,"433","LOYAL"
"16687",3,"111","CHURNED CUSTOMER"
"16686",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16685",6,"321","ACTIVE"
"16684",12,"444","LOYAL"
"16683",3,"111","CHURNED CUSTOMER"
"16682",10,"433","LOYAL"
"16681",9,"333","ACTIVE"
"16680",7,"322","POTENTIAL CHURNERS"
"16679",6,"222","POTENTIAL CHURNERS"
"16678",12,"444","LOYAL"
"16677",5,"122","CANNOT BE DEFINED"
"16676",10,"334","CANNOT BE DEFINED"
"16675",5,"122","CANNOT BE DEFINED"
"16674",6,"321","ACTIVE"
"16673",3,"111","CHURNED CUSTOMER"
"16672",12,"444","LOYAL"
"16671",9,"333","ACTIVE"
"16670",12,"444","LOYAL"
"16669",10,"433","LOYAL"
"16668",10,"442","CANNOT BE DEFINED"
"16667",7,"322","POTENTIAL CHURNERS"
"16666",7,"421","NEW CUSTOMERS"
"16665",4,"211","CHURNED CUSTOMER"
"16664",4,"121","CHURNED CUSTOMER"
"16663",3,"111","CHURNED CUSTOMER"
"16662",3,"111","CHURNED CUSTOMER"
"16661",7,"133","SLIPPING AWAY, CANNOT LOSE"
"16660",11,"443","LOYAL"
"16659",4,"211","CHURNED CUSTOMER"
"16658",7,"232","CANNOT BE DEFINED"
"16657",10,"433","LOYAL"
"16656",12,"444","LOYAL"
"16655",12,"444","LOYAL"
"16654",9,"243","CANNOT BE DEFINED"
"16653",9,"423","CANNOT BE DEFINED"
"16652",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16651",3,"111","CHURNED CUSTOMER"
"16650",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16649",3,"111","CHURNED CUSTOMER"
"16648",7,"322","POTENTIAL CHURNERS"
"16647",7,"232","CANNOT BE DEFINED"
"16646",4,"112","CHURNED CUSTOMER"
"16645",3,"111","CHURNED CUSTOMER"
"16644",6,"222","POTENTIAL CHURNERS"
"16643",7,"223","POTENTIAL CHURNERS"
"16642",9,"423","CANNOT BE DEFINED"
"16641",6,"222","POTENTIAL CHURNERS"
"16640",3,"111","CHURNED CUSTOMER"
"16639",9,"333","ACTIVE"
"16638",12,"444","LOYAL"
"16637",9,"333","ACTIVE"
"16636",8,"134","SLIPPING AWAY, CANNOT LOSE"
"16635",4,"112","CHURNED CUSTOMER"
"16634",8,"233","POTENTIAL CHURNERS"
"16633",11,"434","LOYAL"
"16632",5,"122","CANNOT BE DEFINED"
"16631",8,"143","SLIPPING AWAY, CANNOT LOSE"
"16630",3,"111","CHURNED CUSTOMER"
"16629",7,"322","POTENTIAL CHURNERS"
"16628",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16627",5,"311","NEW CUSTOMERS"
"16626",12,"444","LOYAL"
"16625",8,"233","POTENTIAL CHURNERS"
"16624",7,"322","POTENTIAL CHURNERS"
"16623",8,"233","POTENTIAL CHURNERS"
"16622",3,"111","CHURNED CUSTOMER"
"16621",8,"332","ACTIVE"
"16620",10,"433","LOYAL"
"16619",8,"233","POTENTIAL CHURNERS"
"16618",10,"334","CANNOT BE DEFINED"
"16617",4,"211","CHURNED CUSTOMER"
"16616",8,"422","ACTIVE"
"16615",3,"111","CHURNED CUSTOMER"
"16614",8,"233","POTENTIAL CHURNERS"
"16613",6,"312","CANNOT BE DEFINED"
"16612",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16611",8,"233","POTENTIAL CHURNERS"
"16610",4,"211","CHURNED CUSTOMER"
"16609",12,"444","LOYAL"
"16608",6,"123","CHURNED CUSTOMER"
"16607",12,"444","LOYAL"
"16606",5,"122","CANNOT BE DEFINED"
"16605",3,"111","CHURNED CUSTOMER"
"16604",5,"122","CANNOT BE DEFINED"
"16603",7,"322","POTENTIAL CHURNERS"
"16602",7,"322","POTENTIAL CHURNERS"
"16601",8,"332","ACTIVE"
"16600",11,"443","LOYAL"
"16599",3,"111","CHURNED CUSTOMER"
"16598",4,"211","CHURNED CUSTOMER"
"16597",6,"411","NEW CUSTOMERS"
"16596",9,"432","ACTIVE"
"16595",9,"333","ACTIVE"
"16594",5,"311","NEW CUSTOMERS"
"16593",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16592",12,"444","LOYAL"
"16591",5,"311","NEW CUSTOMERS"
"16590",5,"122","CANNOT BE DEFINED"
"16589",8,"332","ACTIVE"
"16588",7,"133","SLIPPING AWAY, CANNOT LOSE"
"16587",4,"211","CHURNED CUSTOMER"
"16586",8,"233","POTENTIAL CHURNERS"
"16585",4,"121","CHURNED CUSTOMER"
"16584",10,"334","CANNOT BE DEFINED"
"16583",6,"222","POTENTIAL CHURNERS"
"16582",4,"211","CHURNED CUSTOMER"
"16581",4,"211","CHURNED CUSTOMER"
"16579",3,"111","CHURNED CUSTOMER"
"16578",3,"111","CHURNED CUSTOMER"
"16577",5,"122","CANNOT BE DEFINED"
"16576",5,"122","CANNOT BE DEFINED"
"16574",9,"333","ACTIVE"
"16573",7,"322","POTENTIAL CHURNERS"
"16572",7,"223","POTENTIAL CHURNERS"
"16571",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16570",12,"444","LOYAL"
"16569",10,"433","LOYAL"
"16568",6,"123","CHURNED CUSTOMER"
"16567",6,"222","POTENTIAL CHURNERS"
"16566",9,"432","ACTIVE"
"16565",7,"232","CANNOT BE DEFINED"
"16564",3,"111","CHURNED CUSTOMER"
"16563",10,"334","CANNOT BE DEFINED"
"16562",3,"111","CHURNED CUSTOMER"
"16561",8,"422","ACTIVE"
"16560",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16559",3,"111","CHURNED CUSTOMER"
"16558",12,"444","LOYAL"
"16557",7,"421","NEW CUSTOMERS"
"16556",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16555",9,"333","ACTIVE"
"16554",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16553",10,"244","SLIPPING AWAY, CANNOT LOSE"
"16552",6,"222","POTENTIAL CHURNERS"
"16551",9,"243","CANNOT BE DEFINED"
"16550",10,"244","SLIPPING AWAY, CANNOT LOSE"
"16549",12,"444","LOYAL"
"16548",3,"111","CHURNED CUSTOMER"
"16547",4,"121","CHURNED CUSTOMER"
"16546",9,"234","CANNOT BE DEFINED"
"16545",6,"222","POTENTIAL CHURNERS"
"16544",6,"132","CHURNED CUSTOMER"
"16543",3,"111","CHURNED CUSTOMER"
"16542",6,"321","ACTIVE"
"16541",4,"112","CHURNED CUSTOMER"
"16540",3,"111","CHURNED CUSTOMER"
"16539",12,"444","LOYAL"
"16538",6,"132","CHURNED CUSTOMER"
"16537",3,"111","CHURNED CUSTOMER"
"16536",5,"212","CHURNED CUSTOMER"
"16535",9,"423","CANNOT BE DEFINED"
"16534",4,"112","CHURNED CUSTOMER"
"16533",9,"423","CANNOT BE DEFINED"
"16532",11,"434","LOYAL"
"16531",11,"443","LOYAL"
"16530",3,"111","CHURNED CUSTOMER"
"16529",8,"233","POTENTIAL CHURNERS"
"16528",6,"411","NEW CUSTOMERS"
"16527",8,"323","ACTIVE"
"16526",6,"222","POTENTIAL CHURNERS"
"16525",12,"444","LOYAL"
"16524",4,"121","CHURNED CUSTOMER"
"16523",12,"444","LOYAL"
"16522",5,"122","CANNOT BE DEFINED"
"16521",7,"133","SLIPPING AWAY, CANNOT LOSE"
"16520",9,"234","CANNOT BE DEFINED"
"16519",9,"432","ACTIVE"
"16518",9,"333","ACTIVE"
"16517",4,"211","CHURNED CUSTOMER"
"16516",5,"311","NEW CUSTOMERS"
"16515",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16513",9,"432","ACTIVE"
"16511",10,"433","LOYAL"
"16510",8,"233","POTENTIAL CHURNERS"
"16509",6,"222","POTENTIAL CHURNERS"
"16508",3,"111","CHURNED CUSTOMER"
"16507",3,"111","CHURNED CUSTOMER"
"16506",7,"421","NEW CUSTOMERS"
"16505",6,"312","CANNOT BE DEFINED"
"16504",7,"412","CANNOT BE DEFINED"
"16503",10,"244","SLIPPING AWAY, CANNOT LOSE"
"16502",4,"121","CHURNED CUSTOMER"
"16501",5,"113","CANNOT BE DEFINED"
"16500",10,"442","CANNOT BE DEFINED"
"16499",10,"244","SLIPPING AWAY, CANNOT LOSE"
"16498",5,"221","POTENTIAL CHURNERS"
"16497",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16496",11,"434","LOYAL"
"16495",9,"432","ACTIVE"
"16494",5,"212","CHURNED CUSTOMER"
"16493",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16492",4,"112","CHURNED CUSTOMER"
"16491",8,"323","ACTIVE"
"16490",3,"111","CHURNED CUSTOMER"
"16489",4,"121","CHURNED CUSTOMER"
"16488",8,"332","ACTIVE"
"16487",4,"121","CHURNED CUSTOMER"
"16486",3,"111","CHURNED CUSTOMER"
"16485",9,"333","ACTIVE"
"16484",6,"222","POTENTIAL CHURNERS"
"16483",4,"211","CHURNED CUSTOMER"
"16482",6,"411","NEW CUSTOMERS"
"16481",4,"112","CHURNED CUSTOMER"
"16480",6,"312","CANNOT BE DEFINED"
"16479",7,"421","NEW CUSTOMERS"
"16478",7,"421","NEW CUSTOMERS"
"16477",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16476",5,"122","CANNOT BE DEFINED"
"16475",8,"332","ACTIVE"
"16474",11,"443","LOYAL"
"16473",7,"232","CANNOT BE DEFINED"
"16472",5,"122","CANNOT BE DEFINED"
"16471",8,"233","POTENTIAL CHURNERS"
"16470",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16469",9,"432","ACTIVE"
"16468",7,"322","POTENTIAL CHURNERS"
"16467",9,"144","SLIPPING AWAY, CANNOT LOSE"
"16466",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16465",5,"122","CANNOT BE DEFINED"
"16464",10,"433","LOYAL"
"16463",10,"433","LOYAL"
"16462",7,"331","NEW CUSTOMERS"
"16461",8,"233","POTENTIAL CHURNERS"
"16460",7,"322","POTENTIAL CHURNERS"
"16459",3,"111","CHURNED CUSTOMER"
"16458",12,"444","LOYAL"
"16457",4,"211","CHURNED CUSTOMER"
"16456",10,"244","SLIPPING AWAY, CANNOT LOSE"
"16455",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16454",7,"331","NEW CUSTOMERS"
"16453",4,"121","CHURNED CUSTOMER"
"16452",4,"121","CHURNED CUSTOMER"
"16451",8,"323","ACTIVE"
"16450",8,"233","POTENTIAL CHURNERS"
"16449",6,"222","POTENTIAL CHURNERS"
"16448",6,"222","POTENTIAL CHURNERS"
"16447",7,"232","CANNOT BE DEFINED"
"16446",10,"424","CANNOT BE DEFINED"
"16445",8,"332","ACTIVE"
"16444",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16443",3,"111","CHURNED CUSTOMER"
"16442",10,"433","LOYAL"
"16441",9,"333","ACTIVE"
"16440",11,"434","LOYAL"
"16439",3,"111","CHURNED CUSTOMER"
"16438",9,"432","ACTIVE"
"16437",4,"121","CHURNED CUSTOMER"
"16436",4,"121","CHURNED CUSTOMER"
"16435",6,"123","CHURNED CUSTOMER"
"16434",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16433",7,"322","POTENTIAL CHURNERS"
"16432",5,"311","NEW CUSTOMERS"
"16431",6,"222","POTENTIAL CHURNERS"
"16430",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16429",4,"211","CHURNED CUSTOMER"
"16428",5,"122","CANNOT BE DEFINED"
"16427",5,"221","POTENTIAL CHURNERS"
"16426",11,"443","LOYAL"
"16425",4,"211","CHURNED CUSTOMER"
"16424",6,"222","POTENTIAL CHURNERS"
"16423",6,"411","NEW CUSTOMERS"
"16422",12,"444","LOYAL"
"16421",7,"232","CANNOT BE DEFINED"
"16420",3,"111","CHURNED CUSTOMER"
"16419",9,"243","CANNOT BE DEFINED"
"16418",9,"333","ACTIVE"
"16417",3,"111","CHURNED CUSTOMER"
"16416",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16415",7,"322","POTENTIAL CHURNERS"
"16414",9,"432","ACTIVE"
"16413",7,"322","POTENTIAL CHURNERS"
"16412",8,"332","ACTIVE"
"16411",10,"433","LOYAL"
"16410",3,"111","CHURNED CUSTOMER"
"16409",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16408",3,"111","CHURNED CUSTOMER"
"16407",12,"444","LOYAL"
"16406",9,"432","ACTIVE"
"16405",5,"221","POTENTIAL CHURNERS"
"16404",6,"312","CANNOT BE DEFINED"
"16403",4,"211","CHURNED CUSTOMER"
"16402",6,"222","POTENTIAL CHURNERS"
"16401",12,"444","LOYAL"
"16400",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16399",8,"422","ACTIVE"
"16398",7,"223","POTENTIAL CHURNERS"
"16397",3,"111","CHURNED CUSTOMER"
"16396",3,"111","CHURNED CUSTOMER"
"16395",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16394",9,"333","ACTIVE"
"16393",12,"444","LOYAL"
"16392",7,"232","CANNOT BE DEFINED"
"16391",7,"133","SLIPPING AWAY, CANNOT LOSE"
"16390",5,"122","CANNOT BE DEFINED"
"16389",9,"333","ACTIVE"
"16388",3,"111","CHURNED CUSTOMER"
"16387",8,"233","POTENTIAL CHURNERS"
"16386",8,"323","ACTIVE"
"16385",9,"333","ACTIVE"
"16384",9,"333","ACTIVE"
"16383",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16382",5,"122","CANNOT BE DEFINED"
"16381",4,"121","CHURNED CUSTOMER"
"16380",7,"313","CANNOT BE DEFINED"
"16379",10,"433","LOYAL"
"16378",6,"222","POTENTIAL CHURNERS"
"16377",7,"223","POTENTIAL CHURNERS"
"16376",9,"423","CANNOT BE DEFINED"
"16375",4,"121","CHURNED CUSTOMER"
"16374",9,"333","ACTIVE"
"16373",4,"121","CHURNED CUSTOMER"
"16372",9,"333","ACTIVE"
"16371",3,"111","CHURNED CUSTOMER"
"16370",9,"333","ACTIVE"
"16369",11,"434","LOYAL"
"16368",8,"422","ACTIVE"
"16367",9,"333","ACTIVE"
"16366",10,"433","LOYAL"
"16365",12,"444","LOYAL"
"16364",8,"422","ACTIVE"
"16363",6,"321","ACTIVE"
"16362",9,"333","ACTIVE"
"16361",9,"432","ACTIVE"
"16360",11,"434","LOYAL"
"16359",12,"444","LOYAL"
"16358",11,"434","LOYAL"
"16357",8,"332","ACTIVE"
"16356",7,"232","CANNOT BE DEFINED"
"16355",5,"212","CHURNED CUSTOMER"
"16354",9,"333","ACTIVE"
"16353",12,"444","LOYAL"
"16352",8,"422","ACTIVE"
"16351",10,"244","SLIPPING AWAY, CANNOT LOSE"
"16350",11,"443","LOYAL"
"16349",4,"211","CHURNED CUSTOMER"
"16348",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16347",12,"444","LOYAL"
"16346",3,"111","CHURNED CUSTOMER"
"16345",8,"323","ACTIVE"
"16344",7,"232","CANNOT BE DEFINED"
"16343",9,"432","ACTIVE"
"16342",7,"331","NEW CUSTOMERS"
"16341",12,"444","LOYAL"
"16340",8,"233","POTENTIAL CHURNERS"
"16339",5,"221","POTENTIAL CHURNERS"
"16338",4,"211","CHURNED CUSTOMER"
"16337",5,"311","NEW CUSTOMERS"
"16336",8,"134","SLIPPING AWAY, CANNOT LOSE"
"16335",8,"134","SLIPPING AWAY, CANNOT LOSE"
"16334",3,"111","CHURNED CUSTOMER"
"16333",12,"444","LOYAL"
"16332",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16331",7,"133","SLIPPING AWAY, CANNOT LOSE"
"16330",10,"442","CANNOT BE DEFINED"
"16329",7,"133","SLIPPING AWAY, CANNOT LOSE"
"16328",3,"111","CHURNED CUSTOMER"
"16327",12,"444","LOYAL"
"16326",12,"444","LOYAL"
"16325",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16324",6,"222","POTENTIAL CHURNERS"
"16323",6,"222","POTENTIAL CHURNERS"
"16322",7,"421","NEW CUSTOMERS"
"16321",9,"342","CANNOT BE DEFINED"
"16320",9,"234","CANNOT BE DEFINED"
"16319",5,"212","CHURNED CUSTOMER"
"16318",5,"311","NEW CUSTOMERS"
"16317",8,"233","POTENTIAL CHURNERS"
"16316",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16315",6,"222","POTENTIAL CHURNERS"
"16314",7,"133","SLIPPING AWAY, CANNOT LOSE"
"16313",7,"421","NEW CUSTOMERS"
"16312",3,"111","CHURNED CUSTOMER"
"16311",8,"422","ACTIVE"
"16310",5,"122","CANNOT BE DEFINED"
"16309",6,"222","POTENTIAL CHURNERS"
"16308",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16307",7,"133","SLIPPING AWAY, CANNOT LOSE"
"16306",9,"243","CANNOT BE DEFINED"
"16305",6,"222","POTENTIAL CHURNERS"
"16304",5,"122","CANNOT BE DEFINED"
"16303",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16302",4,"211","CHURNED CUSTOMER"
"16301",3,"111","CHURNED CUSTOMER"
"16300",7,"133","SLIPPING AWAY, CANNOT LOSE"
"16299",3,"111","CHURNED CUSTOMER"
"16298",11,"443","LOYAL"
"16297",4,"211","CHURNED CUSTOMER"
"16296",7,"133","SLIPPING AWAY, CANNOT LOSE"
"16295",10,"433","LOYAL"
"16294",3,"111","CHURNED CUSTOMER"
"16293",12,"444","LOYAL"
"16292",8,"233","POTENTIAL CHURNERS"
"16291",3,"111","CHURNED CUSTOMER"
"16290",7,"133","SLIPPING AWAY, CANNOT LOSE"
"16289",3,"111","CHURNED CUSTOMER"
"16288",3,"111","CHURNED CUSTOMER"
"16287",8,"233","POTENTIAL CHURNERS"
"16286",4,"121","CHURNED CUSTOMER"
"16285",3,"111","CHURNED CUSTOMER"
"16284",8,"323","ACTIVE"
"16283",12,"444","LOYAL"
"16282",8,"233","POTENTIAL CHURNERS"
"16281",10,"334","CANNOT BE DEFINED"
"16280",3,"111","CHURNED CUSTOMER"
"16279",12,"444","LOYAL"
"16278",8,"233","POTENTIAL CHURNERS"
"16277",3,"111","CHURNED CUSTOMER"
"16276",9,"234","CANNOT BE DEFINED"
"16275",7,"223","POTENTIAL CHURNERS"
"16274",5,"212","CHURNED CUSTOMER"
"16273",4,"121","CHURNED CUSTOMER"
"16272",5,"212","CHURNED CUSTOMER"
"16271",12,"444","LOYAL"
"16270",6,"213","CANNOT BE DEFINED"
"16269",4,"112","CHURNED CUSTOMER"
"16268",7,"322","POTENTIAL CHURNERS"
"16267",3,"111","CHURNED CUSTOMER"
"16266",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16265",12,"444","LOYAL"
"16264",5,"122","CANNOT BE DEFINED"
"16263",5,"122","CANNOT BE DEFINED"
"16262",5,"212","CHURNED CUSTOMER"
"16261",10,"433","LOYAL"
"16260",7,"313","CANNOT BE DEFINED"
"16259",5,"122","CANNOT BE DEFINED"
"16258",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16257",4,"211","CHURNED CUSTOMER"
"16256",8,"233","POTENTIAL CHURNERS"
"16255",12,"444","LOYAL"
"16254",7,"223","POTENTIAL CHURNERS"
"16253",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16252",3,"111","CHURNED CUSTOMER"
"16251",3,"111","CHURNED CUSTOMER"
"16250",6,"222","POTENTIAL CHURNERS"
"16249",9,"333","ACTIVE"
"16248",5,"311","NEW CUSTOMERS"
"16247",4,"211","CHURNED CUSTOMER"
"16246",5,"122","CANNOT BE DEFINED"
"16245",10,"433","LOYAL"
"16244",8,"224","CANNOT BE DEFINED"
"16243",7,"322","POTENTIAL CHURNERS"
"16242",12,"444","LOYAL"
"16241",12,"444","LOYAL"
"16240",10,"424","CANNOT BE DEFINED"
"16239",9,"333","ACTIVE"
"16238",3,"111","CHURNED CUSTOMER"
"16237",3,"111","CHURNED CUSTOMER"
"16236",6,"312","CANNOT BE DEFINED"
"16235",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16234",4,"121","CHURNED CUSTOMER"
"16233",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16232",10,"334","CANNOT BE DEFINED"
"16231",8,"233","POTENTIAL CHURNERS"
"16230",6,"222","POTENTIAL CHURNERS"
"16229",10,"334","CANNOT BE DEFINED"
"16228",5,"122","CANNOT BE DEFINED"
"16227",7,"223","POTENTIAL CHURNERS"
"16226",7,"232","CANNOT BE DEFINED"
"16225",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16224",9,"333","ACTIVE"
"16223",7,"223","POTENTIAL CHURNERS"
"16222",7,"223","POTENTIAL CHURNERS"
"16221",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16219",3,"111","CHURNED CUSTOMER"
"16218",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16217",5,"221","POTENTIAL CHURNERS"
"16216",7,"223","POTENTIAL CHURNERS"
"16215",5,"311","NEW CUSTOMERS"
"16214",8,"233","POTENTIAL CHURNERS"
"16213",5,"311","NEW CUSTOMERS"
"16212",10,"433","LOYAL"
"16211",8,"323","ACTIVE"
"16210",12,"444","LOYAL"
"16209",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16208",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16207",7,"412","CANNOT BE DEFINED"
"16206",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16205",9,"333","ACTIVE"
"16204",9,"423","CANNOT BE DEFINED"
"16203",9,"333","ACTIVE"
"16202",10,"244","SLIPPING AWAY, CANNOT LOSE"
"16201",10,"433","LOYAL"
"16200",12,"444","LOYAL"
"16199",8,"143","SLIPPING AWAY, CANNOT LOSE"
"16198",8,"323","ACTIVE"
"16197",8,"143","SLIPPING AWAY, CANNOT LOSE"
"16196",3,"111","CHURNED CUSTOMER"
"16195",3,"111","CHURNED CUSTOMER"
"16194",4,"211","CHURNED CUSTOMER"
"16193",6,"222","POTENTIAL CHURNERS"
"16192",5,"122","CANNOT BE DEFINED"
"16191",12,"444","LOYAL"
"16190",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16189",7,"421","NEW CUSTOMERS"
"16188",9,"333","ACTIVE"
"16187",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16186",12,"444","LOYAL"
"16185",8,"422","ACTIVE"
"16184",9,"333","ACTIVE"
"16183",9,"333","ACTIVE"
"16182",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16181",5,"311","NEW CUSTOMERS"
"16180",10,"244","SLIPPING AWAY, CANNOT LOSE"
"16179",5,"311","NEW CUSTOMERS"
"16178",6,"222","POTENTIAL CHURNERS"
"16177",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16176",7,"133","SLIPPING AWAY, CANNOT LOSE"
"16175",9,"333","ACTIVE"
"16174",9,"243","CANNOT BE DEFINED"
"16173",10,"433","LOYAL"
"16172",10,"343","SLIPPING AWAY, CANNOT LOSE"
"16171",5,"311","NEW CUSTOMERS"
"16170",11,"344","SLIPPING AWAY, CANNOT LOSE"
"16169",10,"433","LOYAL"
"16168",12,"444","LOYAL"
"16167",7,"133","SLIPPING AWAY, CANNOT LOSE"
"16166",5,"122","CANNOT BE DEFINED"
"16165",3,"111","CHURNED CUSTOMER"
"16164",8,"422","ACTIVE"
